id,Type,Title,Country,Data Added,Release Year,Rating,Genre
3627,Movie,Balto 2: Wolf Quest,United States,4/1/2018,2001,G,Children & Family Movies
3628,Movie,Balto 3: Wings of Change,United States,4/1/2018,2004,G,Children & Family Movies
3629,Movie,Dolphin Kick,United States,6/5/2019,2019,TV-PG,Children & Family Movies
3630,Movie,The Bleeder,United States,3/29/2019,2016,R,"Dramas, Sports Movies"
3631,Movie,The Saint,United States,9/1/2019,1997,PG-13,"Action & Adventure, Romantic Movies"
3632,Movie,Patriot Games,United States,1/1/2020,1992,R,Action & Adventure
3633,Movie,Sliver,United States,1/1/2020,1993,R,Thrillers
3634,Movie,Burning Cane,United States,11/6/2019,2019,TV-MA,Dramas
3635,Movie,True to the Game,United States,3/1/2018,2017,R,Dramas
3636,Movie,The Hateful Eight,United States,10/25/2017,2015,R,"Action & Adventure, Thrillers"
3637,Movie,Pulp Fiction,United States,1/1/2019,1994,R,"Classic Movies, Cult Movies, Dramas"
3638,TV Show,The Hateful Eight: Extended Version,United States,4/25/2019,2015,R,TV Shows
3639,Movie,Jackie Brown,United States,8/1/2019,1997,R,"Dramas, Thrillers"
3640,Movie,Kill Bill: Vol. 2,United States,1/1/2020,2004,R,Action & Adventure
3641,Movie,He's Out There,United States,1/12/2019,2018,R,"Horror Movies, Thrillers"
3642,Movie,Knock Down The House,United States,5/1/2019,2019,PG,Documentaries
3643,Movie,"Yours, Mine and Ours",United States,11/20/2019,2005,PG,"Children & Family Movies, Comedies"
3644,Movie,Grease,United States,11/1/2019,1978,PG,"Classic Movies, Comedies, Music & Musicals"
3645,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,United States,9/14/2019,2019,TV-PG,"Documentaries, International Movies"
3646,Movie,Quincy,United States,9/21/2018,2018,TV-MA,"Documentaries, Music & Musicals"
3647,Movie,Period. End of Sentence.,United States,2/12/2019,2018,TV-PG,Documentaries
3648,Movie,Shopkins: Chef Club,United States,11/15/2018,2016,TV-Y,Movies
3649,Movie,1st Summoning,United States,7/26/2019,2018,TV-MA,"Horror Movies, Independent Movies"
3650,Movie,The Black Godfather,United States,6/7/2019,2019,TV-MA,"Documentaries, Music & Musicals"
3651,Movie,Residente,United States,1/1/2018,2017,TV-MA,"Documentaries, Music & Musicals"
3652,Movie,John Mulaney & The Sack Lunch Bunch,United States,12/24/2019,2019,TV-PG,"Children & Family Movies, Comedies"
3653,Movie,Star Wars: Episode VIII: The Last Jedi,United States,6/26/2018,2017,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
3654,Movie,Brick,United States,9/1/2018,2005,R,"Independent Movies, Thrillers"
3655,Movie,Shot Caller,United States,11/24/2019,2017,R,"Dramas, Thrillers"
3656,Movie,Cat on a Hot Tin Roof,United States,11/1/2019,1958,NR,"Classic Movies, Dramas"
3657,Movie,R.L. Stine's Mostly Ghostly,United States,8/1/2018,2008,PG,"Children & Family Movies, Comedies"
3658,Movie,Little Monsters,United States,7/1/2019,1989,PG,"Children & Family Movies, Comedies"
3659,Movie,The Box,United States,6/1/2019,2009,PG-13,"Sci-Fi & Fantasy, Thrillers"
3660,Movie,P.S. I Love You,United States,4/1/2019,2007,PG-13,"Dramas, Romantic Movies"
3661,Movie,5 Flights Up,United States,3/17/2019,2014,PG-13,"Comedies, Dramas, Independent Movies"
3662,Movie,For the Birds,United States,9/1/2019,2018,TV-MA,Documentaries
3663,Movie,Alpha and Omega 2: A Howl-iday Adventure,United States,10/1/2019,2013,TV-G,Children & Family Movies
3664,Movie,The Perfection,United States,5/24/2019,2019,TV-MA,"Horror Movies, LGBTQ Movies, Thrillers"
3665,Movie,Lego DC Comics: Batman Be-Leaguered,United States,2/1/2019,2014,TV-Y7,Movies
3666,Movie,The Invention of Lying,United States,1/1/2020,2009,PG-13,"Comedies, Romantic Movies"
3667,Movie,Sebastian Maniscalco: Stay Hungry,United States,1/15/2019,2019,TV-MA,Stand-Up Comedy
3668,Movie,Our Souls at Night,United States,9/29/2017,2017,TV-14,"Dramas, Romantic Movies"
3669,Movie,The Hurricane Heist,United States,9/26/2018,2018,PG-13,Action & Adventure
3670,Movie,XXx,United States,1/1/2019,2002,PG-13,"Action & Adventure, Sports Movies"
3671,Movie,Dragonheart,United States,1/1/2020,1996,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3672,Movie,End Game,United States,5/4/2018,2018,TV-PG,Documentaries
3673,Movie,Stuart Little 2,United States,1/1/2020,2002,PG,"Children & Family Movies, Comedies"
3674,Movie,The Bucket List,United States,10/1/2019,2007,PG-13,"Comedies, Dramas"
3675,TV Show,Riverdale,United States,5/23/2019,2019,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries"
3676,TV Show,DC's Legends of Tomorrow,United States,5/28/2019,2018,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy"
3677,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,United States,8/6/2017,2015,TV-Y7,Children & Family Movies
3678,Movie,The Last Whistle,United States,10/26/2019,2019,PG,"Dramas, Sports Movies"
3679,Movie,Tom Papa Live in New York City,United States,12/31/2018,2011,TV-14,Stand-Up Comedy
3680,Movie,Jeff Dunham: All Over the Map,United States,11/16/2019,2014,TV-14,Stand-Up Comedy
3681,Movie,A Family Reunion Christmas,United States,12/9/2019,2019,TV-PG,Movies
3682,Movie,Bring It On: Worldwide Showdown,United States,8/29/2017,2017,PG-13,Comedies
3683,Movie,The Longest Yard,United States,11/20/2019,1974,R,"Classic Movies, Comedies, Sports Movies"
3684,Movie,Popeye,United States,11/24/2019,1980,PG,"Action & Adventure, Children & Family Movies, Comedies"
3685,Movie,The Dukes of Hazzard: The Beginning,United States,1/1/2020,2007,R,"Action & Adventure, Comedies"
3686,TV Show,The Confession Killer,United States,12/6/2019,2019,TV-14,"Crime TV Shows, Docuseries"
3687,Movie,The Ugly Truth,United States,4/25/2019,2009,R,"Comedies, Romantic Movies"
3688,Movie,21,United States,1/1/2020,2008,PG-13,Dramas
3689,Movie,Spy Kids: All the Time in the World,United States,2/19/2019,2011,PG,"Children & Family Movies, Comedies"
3690,Movie,Spy Kids 2: The Island of Lost Dreams,United States,3/8/2019,2002,PG,"Children & Family Movies, Comedies"
3691,Movie,Spy Kids,United States,4/1/2019,2001,PG,"Children & Family Movies, Comedies"
3692,Movie,Spy Kids 3: Game Over,United States,4/1/2019,2003,PG,"Children & Family Movies, Comedies"
3693,Movie,The Adventures of Sharkboy and Lavagirl,United States,12/1/2019,2005,PG,Children & Family Movies
3694,Movie,Sin City,United States,10/1/2019,2005,R,Action & Adventure
3695,Movie,The Time Traveler's Wife,United States,10/1/2019,2009,PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
3696,Movie,The Week Of,United States,4/27/2018,2018,TV-14,Comedies
3697,Movie,Puppy Star Christmas,United States,11/20/2018,2018,PG,"Children & Family Movies, Comedies"
3698,Movie,What Lies Beneath,United States,1/1/2020,2000,PG-13,"Horror Movies, Thrillers"
3699,Movie,Seeing Allred,United States,2/9/2018,2018,TV-14,Documentaries
3700,Movie,Wakefield,United States,3/2/2019,2016,R,Dramas
3701,Movie,The Jane Austen Book Club,United States,3/8/2019,2007,PG-13,"Comedies, Dramas, Romantic Movies"
3702,Movie,Here Alone,United States,7/1/2017,2016,TV-MA,Horror Movies
3703,Movie,Open Season,United States,9/1/2019,2006,PG,"Children & Family Movies, Comedies"
3704,Movie,Dante's Peak,United States,9/1/2019,1997,PG-13,Action & Adventure
3705,Movie,Falling Inn Love,United States,8/29/2019,2019,TV-PG,"Comedies, Romantic Movies"
3706,Movie,The Black Room,United States,8/7/2017,2016,TV-MA,Horror Movies
3707,Movie,A Glimpse Inside the Mind of Charles Swan III,United States,7/15/2018,2012,R,"Comedies, Independent Movies"
3708,Movie,Rosemary's Baby,United States,11/1/2019,1968,R,"Classic Movies, Horror Movies, Thrillers"
3709,Movie,The Princess and the Frog,United States,7/16/2019,2009,G,Children & Family Movies
3710,Movie,Life in the Doghouse,United States,6/1/2019,2018,TV-PG,"Documentaries, LGBTQ Movies"
3711,Movie,Solo: A Star Wars Story,United States,1/9/2019,2018,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
3712,Movie,Solo: A Star Wars Story (Spanish Version),United States,1/9/2019,2018,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
3713,Movie,Grand-Daddy Day Care,United States,12/25/2019,2019,PG-13,"Children & Family Movies, Comedies"
3714,Movie,Tremors,United States,1/1/2020,1990,PG-13,"Comedies, Cult Movies, Horror Movies"
3715,Movie,Puss in Book: Trapped in an Epic Tale,United States,6/20/2017,2017,TV-Y7,"Children & Family Movies, Comedies"
3716,Movie,Zombieland,United States,11/1/2019,2009,R,"Comedies, Horror Movies"
3717,Movie,NOVA: Black Hole Apocalypse,United States,7/1/2019,2018,TV-G,Documentaries
3718,Movie,Tales From the Hood 2,United States,10/10/2018,2018,R,"Cult Movies, Horror Movies, Independent Movies"
3719,Movie,Black Panther,United States,9/4/2018,2018,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3720,Movie,Amateur,United States,4/6/2018,2018,TV-MA,"Dramas, Independent Movies, Sports Movies"
3721,Movie,Eat Pray Love,United States,9/10/2019,2010,PG-13,"Dramas, Romantic Movies"
3722,Movie,John Mulaney: New in Town,United States,4/1/2018,2012,NR,Stand-Up Comedy
3723,Movie,Seth Rogen's Hilarity for Charity,United States,4/6/2018,2018,TV-MA,Stand-Up Comedy
3724,Movie,Bert Kreischer: The Machine,United States,2/22/2019,2016,TV-MA,Stand-Up Comedy
3725,Movie,Nate Bargatze: The Tennessee Kid,United States,3/26/2019,2019,TV-PG,Stand-Up Comedy
3726,Movie,Deon Cole: Cole Hearted,United States,10/8/2019,2019,TV-MA,Stand-Up Comedy
3727,Movie,Tayo the Little Bus Movie: Mission Ace,United States,7/1/2019,2016,TV-Y7,Children & Family Movies
3728,Movie,Love Beats Rhymes,United States,3/1/2018,2016,R,"Dramas, Romantic Movies"
3729,Movie,Tremors 4: The Legend Begins,United States,1/1/2020,2004,PG-13,"Comedies, Horror Movies, Sci-Fi & Fantasy"
3730,Movie,Hulk Vs.,United States,3/1/2019,2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3731,Movie,American Beauty,United States,1/1/2020,1999,R,Dramas
3732,Movie,Sparkle,United States,11/1/2019,1976,PG,"Dramas, Music & Musicals"
3733,Movie,Desolation,United States,5/8/2018,2017,TV-MA,"Horror Movies, Thrillers"
3734,Movie,Spider-Man 3,United States,11/1/2019,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3735,Movie,The Gift,United States,11/20/2019,2000,R,"Dramas, Thrillers"
3736,Movie,The Evil Dead,United States,1/10/2020,1981,TV-MA,"Classic Movies, Cult Movies, Horror Movies"
3737,Movie,12 ROUND GUN,United States,3/14/2019,2017,TV-MA,"Dramas, Independent Movies, Sports Movies"
3738,Movie,Maynard,United States,9/2/2018,2017,TV-PG,Documentaries
3739,Movie,ReMastered: Tricky Dick & The Man in Black,United States,11/2/2018,2018,TV-MA,"Documentaries, Music & Musicals"
3740,Movie,Buster's Mal Heart,United States,8/26/2017,2016,TV-MA,"Independent Movies, Thrillers"
3741,Movie,NOVA: Day the Dinosaurs Died,United States,7/1/2019,2017,TV-PG,Documentaries
3742,Movie,Malibu Rescue,United States,5/13/2019,2019,TV-G,"Children & Family Movies, Comedies"
3743,Movie,A Fairly Odd Summer,United States,11/2/2019,2014,TV-G,"Children & Family Movies, Comedies"
3744,Movie,Between Two Ferns: The Movie,United States,9/20/2019,2019,TV-MA,Comedies
3745,Movie,Hostiles,United States,8/15/2018,2017,R,Dramas
3746,Movie,No Reservations,United States,10/1/2019,2007,PG,"Comedies, Romantic Movies"
3747,Movie,14 Cameras,United States,10/27/2018,2018,TV-MA,"Horror Movies, Thrillers"
3748,Movie,Felipe Esparza: They're Not Going to Laugh at You,United States,7/3/2018,2012,NR,Stand-Up Comedy
3749,Movie,Joan Rivers: Don't Start with Me,United States,7/3/2018,2012,TV-MA,Stand-Up Comedy
3750,Movie,Camera Store,United States,8/20/2017,2016,TV-MA,"Comedies, Dramas"
3751,Movie,Big Kill,United States,6/18/2019,2018,R,Action & Adventure
3752,Movie,Escape from Mr. Lemoncello’s Library,United States,11/2/2019,2017,TV-G,Children & Family Movies
3753,Movie,Rory Scovel Tries Stand-Up for the First Time,United States,6/20/2017,2017,TV-MA,Stand-Up Comedy
3754,Movie,Todd Glass: Act Happy,United States,1/23/2018,2018,TV-MA,Stand-Up Comedy
3755,Movie,Legion,United States,11/1/2019,2010,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
3756,Movie,Where's the Money,United States,1/22/2018,2017,R,Comedies
3757,Movie,Jim Jefferies: This Is Me Now,United States,7/13/2018,2018,TV-MA,Stand-Up Comedy
3758,Movie,Aliens Ate My Homework,United States,3/6/2018,2018,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
3759,Movie,The Carter Effect,United States,5/1/2018,2017,TV-14,"Documentaries, Sports Movies"
3760,Movie,F.R.E.D.I.,United States,12/15/2018,2018,TV-PG,"Children & Family Movies, Sci-Fi & Fantasy"
3761,Movie,The Last Face,United States,1/13/2020,2016,R,Dramas
3762,Movie,Ronny Chieng: Asian Comedian Destroys America!,United States,12/17/2019,2019,TV-MA,Stand-Up Comedy
3763,Movie,Mike Birbiglia: The New One,United States,11/26/2019,2019,TV-MA,Stand-Up Comedy
3764,Movie,Pottersville,United States,12/15/2017,2017,PG-13,"Comedies, Independent Movies"
3765,Movie,The Rebound,United States,2/28/2019,2016,TV-MA,"Documentaries, Sports Movies"
3766,Movie,9,United States,11/16/2017,2009,PG-13,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
3767,Movie,Bill Burr: Let It Go,United States,11/10/2017,2010,NR,Stand-Up Comedy
3768,Movie,W. Kamau Bell: Private School Negro,United States,6/26/2018,2018,TV-MA,Stand-Up Comedy
3769,Movie,Kevin Hart: Seriously Funny,United States,10/1/2018,2010,TV-MA,Stand-Up Comedy
3770,Movie,Jo Koy: Comin' In Hot,United States,6/12/2019,2019,TV-MA,Stand-Up Comedy
3771,Movie,Jim Jefferies : BARE,United States,8/6/2019,2014,NR,Stand-Up Comedy
3772,TV Show,American Experience: The Circus,United States,5/2/2019,2018,TV-PG,Docuseries
3773,Movie,People You May Know,United States,2/26/2018,2017,TV-MA,"Comedies, Dramas, Romantic Movies"
3774,Movie,Balto,United States,4/1/2018,1995,G,"Children & Family Movies, Dramas"
3775,Movie,Abducted in Plain Sight,United States,1/15/2019,2017,TV-14,Documentaries
3776,Movie,Teach Us All,United States,9/25/2017,2017,TV-14,Documentaries
3777,Movie,Family Blood,United States,5/5/2018,2018,TV-MA,Horror Movies
3778,Movie,Tinker',United States,3/19/2019,2018,TV-14,"Dramas, Independent Movies, Sci-Fi & Fantasy"
3779,Movie,Her,United States,7/29/2018,2013,R,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
3780,Movie,Aziz Ansari: RIGHT NOW,United States,7/9/2019,2019,TV-MA,Stand-Up Comedy
3781,Movie,She's Gotta Have It,United States,9/1/2017,1986,R,"Classic Movies, Comedies, Independent Movies"
3782,Movie,The Original Kings of Comedy,United States,1/1/2020,2000,R,Stand-Up Comedy
3783,Movie,Hidden in Plain Sight,United States,5/1/2019,2019,TV-14,"Dramas, Independent Movies, Thrillers"
3784,Movie,Concussion,United States,8/2/2018,2013,R,"Dramas, Independent Movies, LGBTQ Movies"
3785,Movie,We Have Always Lived in the Castle,United States,9/14/2019,2018,TV-14,"Dramas, Thrillers"
3786,TV Show,Dave Chappelle: Equanimity & The Bird Revelation,United States,12/31/2017,2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies"
3787,Movie,Mo Amer: The Vagabond,United States,10/9/2018,2018,TV-MA,Stand-Up Comedy
3788,Movie,Dave Chappelle: Sticks & Stones,United States,8/26/2019,2019,TV-MA,Stand-Up Comedy
3789,Movie,See You Yesterday,United States,5/17/2019,2019,TV-MA,"Dramas, Sci-Fi & Fantasy, Thrillers"
3790,Movie,The Super,United States,2/16/2019,2017,R,Horror Movies
3791,Movie,Irreplaceable You,United States,2/16/2018,2018,TV-MA,"Dramas, Romantic Movies"
3792,Movie,The Devil We Know,United States,1/15/2019,2018,TV-14,Documentaries
3793,Movie,The Search for Life in Space,United States,4/1/2018,2016,TV-G,Documentaries
3794,Movie,Princess Cyd,United States,2/5/2018,2017,TV-MA,"Dramas, Independent Movies, LGBTQ Movies"
3795,Movie,Welcome to Monster High: The Origin Story,United States,10/1/2017,2016,TV-Y7,Children & Family Movies
3796,Movie,A Dangerous Woman,United States,4/1/2018,1993,R,"Dramas, Romantic Movies"
3797,Movie,Burlesque,United States,12/16/2019,2010,PG-13,"Dramas, Romantic Movies"
3798,Movie,Super Monsters Save Christmas,United States,11/26/2019,2019,TV-Y,Children & Family Movies
3799,Movie,Monster High: Escape from Skull Shores,United States,1/1/2018,2012,TV-Y7,Children & Family Movies
3800,Movie,Betty White: First Lady of Television,United States,1/12/2020,2018,TV-14,Documentaries
3801,Movie,ADAM SANDLER 100% FRESH,United States,10/23/2018,2018,TV-MA,Stand-Up Comedy
3802,Movie,Daddy Day Care,United States,1/1/2019,2003,PG,"Children & Family Movies, Comedies"
3803,Movie,Paul Blart: Mall Cop,United States,7/1/2019,2009,PG,"Action & Adventure, Comedies"
3804,Movie,Iliza Shlesinger: Elder Millennial,United States,7/24/2018,2018,TV-MA,Stand-Up Comedy
3805,Movie,Iliza Shlesinger: Unveiled,United States,11/19/2019,2019,TV-MA,Stand-Up Comedy
3806,Movie,I'm in Love with a Church Girl,United States,10/1/2017,2013,PG,"Dramas, Faith & Spirituality, Romantic Movies"
3807,Movie,Road Trip: Beer Pong,United States,1/1/2020,2009,R,Comedies
3808,Movie,Monster High 13 Wishes,United States,3/1/2018,2013,TV-Y7,Children & Family Movies
3809,Movie,American Factory,United States,8/21/2019,2019,TV-14,Documentaries
3810,Movie,Love Shot,United States,7/15/2019,2018,TV-MA,"Dramas, Thrillers"
3811,Movie,The Student,United States,3/15/2019,2017,TV-14,Thrillers
3812,Movie,The Informant!,United States,8/1/2018,2009,R,"Comedies, Dramas"
3813,Movie,High Flying Bird,United States,2/8/2019,2019,TV-MA,"Dramas, Sports Movies"
3814,Movie,Ocean's Thirteen,United States,10/1/2019,2007,PG-13,"Action & Adventure, Comedies"
3815,Movie,Ocean's Twelve,United States,10/1/2019,2004,PG-13,"Action & Adventure, Comedies"
3816,Movie,The Laundromat,United States,10/18/2019,2019,R,"Comedies, Dramas"
3817,Movie,Schindler's List,United States,4/1/2018,1993,R,"Classic Movies, Dramas"
3818,Movie,Indiana Jones and the Kingdom of the Crystal Skull,United States,1/1/2019,2008,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
3819,Movie,Indiana Jones and the Last Crusade,United States,1/1/2019,1989,PG-13,"Action & Adventure, Children & Family Movies, Classic Movies"
3820,Movie,Indiana Jones and the Raiders of the Lost Ark,United States,1/1/2019,1981,PG,"Action & Adventure, Children & Family Movies, Classic Movies"
3821,Movie,Indiana Jones and the Temple of Doom,United States,1/1/2019,1984,PG,"Action & Adventure, Children & Family Movies, Classic Movies"
3822,Movie,Executive Decision,United States,11/1/2019,1996,R,Action & Adventure
3823,Movie,Carrie Pilby,United States,9/5/2017,2016,TV-14,"Comedies, Dramas"
3824,Movie,To All the Boys I’ve Loved Before,United States,8/17/2018,2018,TV-14,"Comedies, International Movies, Romantic Movies"
3825,Movie,Bird Box,United States,12/21/2018,2018,R,"Dramas, Sci-Fi & Fantasy, Thrillers"
3826,Movie,Deadly Switch,United States,1/15/2019,2019,TV-PG,"Independent Movies, Thrillers"
3827,Movie,Rocky II,United States,8/1/2019,1979,PG,"Dramas, Sports Movies"
3828,Movie,Rocky III,United States,8/1/2019,1982,PG,"Dramas, Sports Movies"
3829,Movie,Rocky IV,United States,8/1/2019,1985,PG,"Dramas, Sports Movies"
3830,Movie,Thor: Ragnarok,United States,6/5/2018,2017,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
3831,Movie,Private Life,United States,10/5/2018,2018,R,"Comedies, Dramas, Independent Movies"
3832,Movie,Grass,United States,2/14/2019,2017,TV-MA,"Comedies, Independent Movies"
3833,Movie,In Search of Fellini,United States,3/19/2018,2017,R,"Action & Adventure, Dramas"
3834,Movie,Selfless,United States,8/16/2019,2015,PG-13,"Sci-Fi & Fantasy, Thrillers"
3835,Movie,Denis Leary: No Cure For Cancer,United States,8/8/2017,1992,R,Stand-Up Comedy
3836,Movie,Blow,United States,10/1/2019,2001,R,Dramas
3837,Movie,Mohawk,United States,6/30/2018,2017,TV-MA,"Action & Adventure, Horror Movies, Independent Movies"
3838,Movie,Troy: The Odyssey,United States,3/12/2018,2017,TV-MA,Action & Adventure
3839,Movie,A Haunting at Silver Falls: The Return,United States,9/17/2019,2019,TV-14,"Horror Movies, Independent Movies"
3840,Movie,NOVA: Death Dive to Saturn,United States,7/1/2019,2017,TV-G,Documentaries
3841,Movie,Fear and Loathing in Las Vegas,United States,11/1/2019,1998,R,"Comedies, Cult Movies, Dramas"
3842,Movie,Wish Man,United States,12/3/2019,2019,TV-14,"Children & Family Movies, Dramas"
3843,Movie,The Legend of Cocaine Island,United States,3/29/2019,2019,TV-MA,Documentaries
3844,Movie,Love Jones,United States,11/1/2019,1997,R,"Comedies, Dramas, Independent Movies"
3845,Movie,Springsteen on Broadway,United States,12/16/2018,2018,TV-MA,Music & Musicals
3846,Movie,Tig Notaro Happy To Be Here,United States,5/22/2018,2018,TV-14,Stand-Up Comedy
3847,Movie,Anesthesia,United States,12/30/2018,2015,R,"Dramas, Independent Movies"
3848,Movie,One Last Thing,United States,8/25/2019,2018,TV-MA,Dramas
3849,Movie,The Lamb,United States,6/4/2018,2017,PG,"Children & Family Movies, Faith & Spirituality"
3850,Movie,Hickok,United States,11/14/2017,2017,TV-MA,Action & Adventure
3851,Movie,Silencer,United States,12/3/2018,2018,TV-MA,"Action & Adventure, Independent Movies"
3852,Movie,The Outsider,United States,9/15/2019,2019,TV-MA,Movies
3853,Movie,The Texas Chainsaw Massacre,United States,10/22/2019,1974,R,"Cult Movies, Horror Movies, Independent Movies"
3854,Movie,Starsky & Hutch,United States,7/1/2019,2004,PG-13,"Action & Adventure, Comedies"
3855,Movie,Brother's Shadow,United States,9/1/2017,2006,TV-14,"Dramas, Independent Movies"
3856,Movie,Discovering Bigfoot,United States,12/15/2017,2017,TV-MA,Documentaries
3857,Movie,Los Tigres del Norte at Folsom Prison,United States,9/15/2019,2019,TV-PG,"Documentaries, International Movies, Music & Musicals"
3858,Movie,A Single Man,United States,11/11/2019,2009,R,"Dramas, Independent Movies, LGBTQ Movies"
3859,Movie,"Ron White: If You Quit Listening, I'll Shut Up",United States,10/16/2018,2018,TV-MA,Stand-Up Comedy
3860,Movie,Hell and Back,United States,9/6/2018,2015,R,"Action & Adventure, Comedies, Independent Movies"
3861,Movie,Child's Play,United States,12/31/2019,1988,R,"Cult Movies, Horror Movies"
3862,Movie,Manhattan Romance,United States,9/8/2017,2014,TV-14,"Comedies, Independent Movies, Romantic Movies"
3863,Movie,Evan Almighty,United States,4/16/2019,2007,PG,"Children & Family Movies, Comedies, Faith & Spirituality"
3864,Movie,Kevin Hart's Guide to Black History,United States,2/8/2019,2019,TV-PG,"Children & Family Movies, Comedies"
3865,Movie,NOVA: Thai Cave Rescue,United States,7/1/2019,2018,TV-PG,Documentaries
3866,Movie,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,United States,12/31/2018,2018,TV-MA,Documentaries
3867,Movie,Doom: Annihilation,United States,12/25/2019,2019,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
3868,Movie,American History X,United States,11/1/2019,1998,R,Dramas
3869,Movie,The Last Boy Scout,United States,11/1/2019,1991,R,"Action & Adventure, Comedies"
3870,Movie,Filmworker,United States,11/1/2018,2017,TV-MA,Documentaries
3871,Movie,Cabin Fever,United States,6/6/2019,2016,R,"Horror Movies, Thrillers"
3872,Movie,68 Kill,United States,9/1/2019,2017,R,"Comedies, Independent Movies, Thrillers"
3873,Movie,Welcome to Willits,United States,2/6/2018,2017,TV-MA,"Comedies, Horror Movies, Independent Movies"
3874,TV Show,Evil Genius,United States,5/11/2018,2018,TV-MA,"Crime TV Shows, Docuseries, TV Mysteries"
3875,Movie,Krisha,United States,11/7/2018,2015,R,"Dramas, Independent Movies"
3876,Movie,It Comes at Night,United States,12/9/2019,2017,R,"Horror Movies, Independent Movies"
3877,Movie,Brian Regan: Nunchucks and Flamethrowers,United States,11/21/2017,2017,TV-PG,Stand-Up Comedy
3878,Movie,Jeff Dunham: Beside Himself,United States,9/24/2019,2019,TV-MA,Stand-Up Comedy
3879,Movie,Dumb and Dumberer: When Harry Met Lloyd,United States,10/1/2019,2003,PG-13,Comedies
3880,Movie,Satan & Adam,United States,6/1/2019,2018,TV-14,"Documentaries, Music & Musicals"
3881,TV Show,Daughters of Destiny,United States,7/28/2017,2017,TV-PG,Docuseries
3882,Movie,Stretch Armstrong: The Breakout,United States,3/13/2018,2018,TV-Y7-FV,Children & Family Movies
3883,Movie,Monster High: Fright On!,United States,1/1/2018,2011,TV-Y7,Children & Family Movies
3884,Movie,El Camino: A Breaking Bad Movie,United States,10/11/2019,2019,TV-MA,"Dramas, Thrillers"
3885,Movie,"Liar, Liar, Vampire",United States,11/2/2019,2015,TV-PG,"Children & Family Movies, Comedies"
3886,Movie,Gigi,United States,11/1/2019,1958,G,"Classic Movies, Comedies, Music & Musicals"
3887,Movie,Generation Iron 2,United States,10/1/2017,2017,PG-13,"Documentaries, Sports Movies"
3888,Movie,Ronnie Coleman: The King,United States,10/25/2018,2018,TV-14,Documentaries
3889,Movie,Generation Iron 3,United States,4/15/2019,2018,TV-MA,"Documentaries, Sports Movies"
3890,Movie,Calum von Moger: Unbroken,United States,8/13/2019,2019,TV-MA,"Documentaries, Sports Movies"
3891,Movie,Billy Graham: An Extraordinary Journey,United States,2/28/2019,2018,TV-PG,"Documentaries, Faith & Spirituality"
3892,Movie,Sam Kinison: Breaking the Rules,United States,12/31/2018,1987,TV-MA,Stand-Up Comedy
3893,Movie,Sam Kinison: Family Entertainment Hour,United States,12/31/2018,1991,TV-MA,Stand-Up Comedy
3894,Movie,Earthquake Bird,United States,11/15/2019,2019,R,"Dramas, Romantic Movies"
3895,Movie,My Daddy is in Heaven,United States,6/12/2018,2017,TV-14,"Dramas, Faith & Spirituality"
3896,Movie,Scream 3,United States,7/1/2019,2000,R,Horror Movies
3897,Movie,Scream 2,United States,10/1/2019,1997,R,Horror Movies
3898,Movie,Travis Scott: Look Mom I Can Fly,United States,8/28/2019,2019,TV-MA,"Documentaries, Music & Musicals"
3899,Movie,Demonic,United States,8/10/2017,2015,R,"Horror Movies, Independent Movies"
3900,Movie,The Massively Mixed-Up Middle School Mystery,United States,11/2/2019,2015,TV-G,"Children & Family Movies, Comedies"
3901,Movie,The Surrounding Game,United States,8/30/2018,2018,TV-14,Documentaries
3902,Movie,The Last Summer,United States,5/3/2019,2019,TV-14,"Comedies, Romantic Movies"
3903,Movie,The Devil Inside,United States,11/20/2019,2012,R,"Horror Movies, Thrillers"
3904,Movie,The Signal,United States,7/13/2018,2014,PG-13,"Sci-Fi & Fantasy, Thrillers"
3905,Movie,Krystal,United States,1/1/2019,2017,R,"Comedies, Dramas"
3906,Movie,The Brave,United States,1/15/2020,2019,TV-MA,"Action & Adventure, Independent Movies"
3907,Movie,Barbie: A Fairy Secret,United States,10/1/2017,2010,TV-Y7,Children & Family Movies
