id,Type,Title,Country,Data Added,Release Year,Rating,Genre
3056,Movie,Season of the Witch,United States,4/26/2019,2011,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3057,Movie,Swordfish,United States,7/1/2019,2001,R,Action & Adventure
3058,Movie,An American Tail,United States,4/1/2018,1986,G,Children & Family Movies
3059,Movie,Cult of Chucky,United States,10/3/2017,2017,R,Horror Movies
3060,Movie,Scorpion King 5: Book of Souls,United States,10/23/2018,2018,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3061,Movie,Bulletproof 2,United States,1/9/2020,2020,TV-MA,"Action & Adventure, Comedies"
3062,Movie,NOVA: Decoding the Weather Machine,United States,7/1/2019,2018,TV-14,Documentaries
3063,Movie,Dragonheart: A New Beginning,United States,1/1/2020,2000,PG,"Action & Adventure, Sci-Fi & Fantasy"
3064,Movie,I Don't Know How She Does It,United States,3/23/2019,2011,PG-13,Comedies
3065,Movie,Newness,United States,2/1/2018,2017,TV-MA,"Dramas, Independent Movies, Romantic Movies"
3066,Movie,Fire in Paradise,United States,11/1/2019,2019,TV-MA,Documentaries
3067,Movie,Who the F**k Is That Guy?,United States,9/1/2017,2017,TV-MA,"Documentaries, LGBTQ Movies, Music & Musicals"
3068,Movie,Monster High: Friday Night Frights,United States,1/1/2018,2013,TV-Y7,Children & Family Movies
3069,Movie,Monster High: Why Do Ghouls Fall in Love?,United States,1/1/2018,2013,TV-Y7,Children & Family Movies
3070,Movie,Defiance,United States,11/27/2019,2008,R,"Action & Adventure, Dramas"
3071,Movie,Dragons: Dawn of the Dragon Racers,United States,12/16/2018,2014,TV-PG,"Children & Family Movies, Comedies"
3072,Movie,Heroin(e),United States,9/12/2017,2017,TV-14,Documentaries
3073,Movie,Recovery Boys,United States,6/29/2018,2018,TV-MA,Documentaries
3074,Movie,Little Evil,United States,9/1/2017,2017,TV-MA,"Comedies, Horror Movies"
3075,Movie,Head Count,United States,9/13/2019,2018,TV-MA,"Horror Movies, Independent Movies"
3076,Movie,Tim Allen: Men Are Pigs,United States,12/31/2018,1990,TV-14,Stand-Up Comedy
3077,TV Show,Ari Shaffir: Double Negative,United States,7/18/2017,2017,TV-MA,Stand-Up Comedy & Talk Shows
3078,Movie,Eric ldle's What About Dick?,United States,10/2/2018,2012,TV-MA,"Comedies, Music & Musicals"
3079,Movie,Class Rank,United States,9/18/2018,2018,TV-14,Comedies
3080,Movie,A Gray State,United States,12/25/2017,2017,TV-MA,Documentaries
3081,Movie,The Trap,United States,4/1/2019,2017,TV-MA,Comedies
3082,Movie,The Saint,United States,8/10/2017,2017,TV-14,Action & Adventure
3083,Movie,Christmas Inheritance,United States,12/15/2017,2017,TV-PG,"Dramas, International Movies, Romantic Movies"
3084,Movie,The B-Side: Elsa Dorfman's Portrait Photography,United States,10/31/2017,2016,TV-MA,Documentaries
3085,Movie,The Unknown Known,United States,2/22/2019,2013,PG-13,Documentaries
3086,Movie,"Bikram: Yogi, Guru, Predator",United States,11/20/2019,2019,TV-MA,Documentaries
3087,Movie,All About Nina,United States,3/18/2019,2018,R,"Comedies, Dramas, Independent Movies"
3088,Movie,A StoryBots Christmas,United States,12/1/2017,2017,TV-Y,Movies
3089,TV Show,Mars,United States,11/1/2019,2018,TV-PG,"Docuseries, Science & Nature TV, TV Dramas"
3090,Movie,Barbie: The Princess & the Popstar,United States,10/1/2017,2012,TV-Y,Children & Family Movies
3091,Movie,TAU,United States,6/29/2018,2018,R,"Sci-Fi & Fantasy, Thrillers"
3092,Movie,#realityhigh,United States,9/8/2017,2017,TV-14,Comedies
3093,Movie,Before the Flood,United States,2/1/2018,2016,PG,Documentaries
3094,Movie,Zion,United States,8/10/2018,2018,TV-PG,"Documentaries, Sports Movies"
3095,Movie,Click,United States,1/1/2020,2006,PG-13,"Comedies, Sci-Fi & Fantasy"
3096,Movie,The Longshots,United States,1/30/2019,2008,PG,"Comedies, Dramas, Sports Movies"
3097,Movie,Forbidden Planet,United States,11/1/2019,1956,G,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy"
3098,Movie,Sniper: Special Ops,United States,1/10/2020,2016,R,"Action & Adventure, Dramas"
3099,Movie,Seven Pounds,United States,12/1/2018,2008,PG-13,"Dramas, Romantic Movies"
3100,Movie,The Pursuit of Happyness,United States,10/1/2019,2006,PG-13,Dramas
3101,Movie,3 Generations,United States,8/28/2017,2015,PG-13,"Dramas, LGBTQ Movies"
3102,Movie,Nova: Ultimate Mars Challenge,United States,7/1/2019,2012,TV-G,Movies
3103,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,United States,11/1/2018,2006,TV-MA,Stand-Up Comedy
3104,Movie,Born Strong,United States,12/31/2017,2017,TV-MA,"Documentaries, Sports Movies"
3105,Movie,Dad,United States,4/1/2018,1989,PG,Dramas
3106,Movie,Kiss the Girls,United States,1/1/2020,1997,R,Thrillers
3107,Movie,Vincent N Roxxy,United States,9/2/2017,2016,R,"Dramas, Thrillers"
3108,Movie,Christmas in the Smokies,United States,3/1/2019,2015,TV-G,"Children & Family Movies, Dramas, Romantic Movies"
3109,Movie,Hotel Transylvania 3: Summer Vacation,United States,1/24/2019,2018,PG,"Children & Family Movies, Comedies"
3110,Movie,Monster House,United States,11/1/2019,2006,PG,"Children & Family Movies, Comedies"
3111,Movie,Obvious Child,United States,7/19/2018,2014,R,"Comedies, Dramas, Independent Movies"
3112,Movie,Jenny Slate: Stage Fright,United States,10/22/2019,2019,TV-MA,"Documentaries, Stand-Up Comedy"
3113,Movie,NOVA: Chinese Chariot Revealed,United States,7/1/2019,2017,TV-PG,Documentaries
3114,TV Show,The Flash,United States,5/22/2019,2019,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
3115,Movie,Santa Claws,United States,11/17/2017,2014,TV-PG,"Children & Family Movies, Comedies"
3116,Movie,Backdraft 2,United States,5/14/2019,2019,R,"Action & Adventure, Dramas"
3117,Movie,Superfly,United States,11/1/2019,1972,R,"Action & Adventure, Classic Movies, Dramas"
3118,Movie,The Ring,United States,1/1/2020,2002,PG-13,"Horror Movies, Thrillers"
3119,Movie,NOVA: First Face of America,United States,7/1/2019,2018,TV-PG,Documentaries
3120,Movie,The Push,United States,6/7/2019,2018,TV-MA,"Documentaries, Sports Movies"
3121,Movie,Employee of the Month,United States,3/31/2019,2006,PG-13,"Comedies, Romantic Movies"
3122,Movie,AlphaGo,United States,1/1/2018,2017,TV-G,Documentaries
3123,Movie,National Parks Adventure,United States,2/1/2018,2016,TV-G,Documentaries
3124,Movie,Dream Big: Engineering Our World,United States,7/1/2018,2017,TV-G,Documentaries
3125,Movie,"We, the Marines",United States,7/1/2018,2017,TV-PG,"Documentaries, International Movies"
3126,Movie,Superbad,United States,9/1/2019,2007,R,"Comedies, Cult Movies"
3127,Movie,The Last Laugh,United States,1/11/2019,2019,TV-MA,"Comedies, Dramas"
3128,Movie,Siren,United States,1/1/2020,2016,TV-MA,Horror Movies
3129,Movie,A Week in Watts,United States,2/19/2018,2017,TV-14,Documentaries
3130,Movie,Flock of Four,United States,8/1/2018,2018,TV-MA,"Dramas, Independent Movies, Music & Musicals"
3131,Movie,Class of '61,United States,4/1/2018,1993,TV-PG,Dramas
3132,Movie,Fallen,United States,11/1/2019,1998,R,Thrillers
3133,Movie,Primal Fear,United States,12/1/2019,1996,R,"Dramas, Thrillers"
3134,Movie,Joan Didion: The Center Will Not Hold,United States,10/27/2017,2017,TV-14,Documentaries
3135,Movie,Hellboy,United States,12/1/2018,2004,PG-13,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy"
3136,Movie,The Sea of Trees,United States,11/8/2018,2015,PG-13,Dramas
3137,Movie,Nappily Ever After,United States,3/7/2019,2018,TV-MA,"Comedies, Dramas, Romantic Movies"
3138,Movie,All In My Family,United States,5/3/2019,2019,TV-14,"Documentaries, LGBTQ Movies"
3139,Movie,God Bless the Broken Road,United States,2/9/2019,2018,PG,"Children & Family Movies, Dramas, Faith & Spirituality"
3140,Movie,Death House,United States,5/5/2019,2017,R,Horror Movies
3141,Movie,Buddy Thunderstruck: The Maybe Pile,United States,7/14/2017,2017,TV-PG,Movies
3142,Movie,The Competition,United States,7/23/2019,2018,TV-14,"Comedies, Romantic Movies"
3143,Movie,Christmas in the Heartland,United States,11/1/2019,2017,TV-PG,Dramas
3144,Movie,Froning: The Fittest Man in History,United States,7/15/2018,2016,PG,"Documentaries, International Movies, Sports Movies"
3145,Movie,The Redeemed and the Dominant: Fittest on Earth,United States,7/1/2018,2017,TV-14,"Documentaries, Sports Movies"
3146,Movie,One of Us,United States,10/20/2017,2017,TV-14,Documentaries
3147,Movie,True Grit,United States,1/1/2020,1969,G,"Classic Movies, Dramas"
3148,Movie,Scooby-Doo on Zombie Island,United States,12/15/2019,1998,TV-PG,Children & Family Movies
3149,Movie,My Girl,United States,1/1/2020,1991,PG-13,Dramas
3150,Movie,G-Force,United States,3/15/2019,2009,PG,"Children & Family Movies, Comedies"
3151,Movie,The First Wives Club,United States,11/20/2019,1996,PG,Comedies
3152,Movie,Dancing with the Birds,United States,10/23/2019,2019,TV-PG,Documentaries
3153,Movie,The Most Unknown,United States,8/9/2018,2018,TV-PG,Documentaries
3154,Movie,The After Party,United States,8/24/2018,2018,TV-MA,"Comedies, Music & Musicals"
3155,Movie,Some Freaks,United States,12/18/2017,2017,TV-MA,"Dramas, Romantic Movies"
3156,Movie,Small Town Crime,United States,5/19/2018,2017,R,Thrillers
3157,Movie,Sierra Burgess Is A Loser,United States,9/7/2018,2018,PG-13,"Comedies, Romantic Movies"
3158,Movie,The Rugrats Movie,United States,10/1/2019,1998,G,"Children & Family Movies, Comedies"
3159,Movie,Opening Night,United States,8/1/2017,2016,TV-MA,"Comedies, Independent Movies, Music & Musicals"
3160,Movie,My Little Pony Equestria Girls: Forgotten Friendship,United States,10/1/2018,2018,TV-Y7,Children & Family Movies
3161,Movie,Stripes,United States,9/1/2019,1981,R,"Classic Movies, Comedies, Cult Movies"
3162,Movie,Evolution,United States,11/20/2019,2001,PG-13,"Comedies, Sci-Fi & Fantasy"
3163,Movie,Alien Contact: Outer Space,United States,1/9/2018,2017,TV-PG,Documentaries
3164,Movie,Triple Frontier,United States,3/13/2019,2019,R,Action & Adventure
3165,Movie,Sweetheart,United States,12/25/2019,2019,PG-13,"Horror Movies, Sci-Fi & Fantasy, Thrillers"
3166,Movie,Submission,United States,11/11/2019,2019,TV-MA,"Action & Adventure, Dramas"
3167,Movie,42 Grams,United States,2/1/2018,2017,TV-MA,Documentaries
3168,Movie,Hope Springs Eternal,United States,11/8/2018,2018,PG,Dramas
3169,Movie,Cleopatra Jones,United States,11/1/2019,1973,PG,"Action & Adventure, Classic Movies"
3170,Movie,Super Monsters: Vida's First Halloween,United States,10/4/2019,2019,TV-Y,Children & Family Movies
3171,Movie,Saving Capitalism,United States,11/21/2017,2017,TV-PG,Documentaries
3172,Movie,Inequality for All,United States,8/29/2018,2013,PG,Documentaries
3173,Movie,Long Shot,United States,9/29/2017,2017,TV-14,Documentaries
3174,Movie,Iron Cowboy: The Story of the 50.50.50,United States,7/19/2019,2018,TV-14,"Documentaries, Sports Movies"
3175,Movie,The Package,United States,8/10/2018,2018,TV-MA,Comedies
3176,TV Show,Arrow,United States,5/21/2019,2019,TV-14,"Crime TV Shows, TV Action & Adventure"
3177,Movie,Perfect Stranger,United States,1/1/2019,2007,R,Thrillers
3178,Movie,As Good as It Gets,United States,1/1/2020,1997,PG-13,"Comedies, Romantic Movies"
3179,Movie,Kate & Leopold,United States,1/1/2020,2001,PG-13,"Comedies, Romantic Movies"
3180,Movie,The Spectacular Now,United States,7/15/2018,2013,R,"Dramas, Independent Movies, Romantic Movies"
3181,Movie,The End of the Tour,United States,7/26/2018,2015,R,"Dramas, Independent Movies"
3182,Movie,The Conjuring,United States,1/8/2018,2013,R,"Horror Movies, Thrillers"
3183,Movie,Final Destination,United States,1/1/2020,2000,R,"Cult Movies, Horror Movies, Thrillers"
3184,Movie,Locked Up,United States,4/1/2018,2017,TV-MA,"Action & Adventure, Dramas, Independent Movies"
3185,Movie,Happy Anniversary,United States,3/30/2018,2018,TV-MA,"Comedies, Romantic Movies"
3186,Movie,Young Adult,United States,11/20/2019,2011,R,"Comedies, Dramas, Independent Movies"
3187,Movie,Up in the Air,United States,1/1/2020,2009,R,"Comedies, Dramas, Romantic Movies"
3188,Movie,Bill Nye: Science Guy,United States,4/25/2018,2017,TV-PG,Documentaries
3189,Movie,Arthur,United States,4/1/2019,2011,PG-13,"Comedies, Romantic Movies"
3190,Movie,Counterpunch,United States,6/16/2017,2017,TV-MA,"Documentaries, Sports Movies"
3191,Movie,The Dukes of Hazzard,United States,1/1/2020,2005,PG-13,"Action & Adventure, Comedies"
3192,Movie,D.L. Hughley: Clear,United States,7/13/2017,2014,TV-MA,Stand-Up Comedy
3193,Movie,Tom Segura: Completely Normal,United States,7/13/2017,2014,TV-MA,Stand-Up Comedy
3194,Movie,Brad Paisley's Comedy Rodeo,United States,8/15/2017,2017,TV-MA,Stand-Up Comedy
3195,Movie,Colin Quinn: Unconstitutional,United States,8/15/2017,2015,TV-MA,Stand-Up Comedy
3196,Movie,Craig Ferguson: Tickle Fight,United States,12/5/2017,2017,TV-MA,Stand-Up Comedy
3197,Movie,Todd Barry: Spicy Honey,United States,12/26/2017,2017,TV-MA,Stand-Up Comedy
3198,Movie,Todd Glass: Stand-Up Special,United States,12/31/2018,2012,TV-MA,Stand-Up Comedy
3199,Movie,Moshe Kasher: Live in Oakland,United States,1/1/2019,2012,TV-MA,Stand-Up Comedy
3200,Movie,D.L. Hughley: Contrarian,United States,7/21/2019,2018,TV-MA,Stand-Up Comedy
3201,Movie,Christina P: Mother Inferior,United States,10/10/2017,2017,TV-MA,Stand-Up Comedy
3202,Movie,Tom Segura: Disgraceful,United States,1/12/2018,2018,TV-MA,Stand-Up Comedy
3203,Movie,Ali Wong: Hard Knock Wife,United States,5/13/2018,2018,TV-MA,Stand-Up Comedy
3204,Movie,Bill Burr: You People Are All the Same,United States,6/30/2018,2012,NR,Stand-Up Comedy
3205,Movie,Adam Devine: Best Time of Our Lives,United States,6/18/2019,2019,TV-MA,Stand-Up Comedy
3206,Movie,Demetri Martin: The Overthinker,United States,7/21/2019,2018,TV-MA,Stand-Up Comedy
3207,Movie,The Long Goodbye: The Kara Tippetts Story,United States,6/23/2019,2019,TV-PG,"Documentaries, Faith & Spirituality"
3208,Movie,Austin Powers in Goldmember,United States,12/1/2019,2002,PG-13,"Action & Adventure, Comedies"
3209,Movie,Austin Powers: International Man of Mystery,United States,12/1/2019,1997,PG-13,Comedies
3210,Movie,Austin Powers: The Spy Who Shagged Me,United States,12/1/2019,1999,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
3211,Movie,Dinner for Schmucks,United States,1/1/2020,2010,PG-13,Comedies
3212,Movie,Chocolate City: Vegas Strip,United States,8/12/2017,2017,TV-MA,Dramas
3213,Movie,Dallas Buyers Club,United States,1/16/2018,2013,R,"Dramas, Independent Movies, LGBTQ Movies"
3214,Movie,God Knows Where I Am,United States,10/22/2018,2016,TV-PG,Documentaries
3215,Movie,Life After Beth,United States,7/21/2018,2014,R,"Comedies, Horror Movies, Independent Movies"
3216,Movie,Chasing Coral,United States,7/14/2017,2017,TV-PG,Documentaries
3217,Movie,The Dirt,United States,3/22/2019,2019,TV-MA,"Comedies, Dramas, Music & Musicals"
3218,Movie,Bad Grandpa .5,United States,1/1/2020,2014,TV-MA,Comedies
3219,Movie,Saving Zoë,United States,1/15/2020,2019,R,Dramas
3220,Movie,Traitor,United States,7/1/2018,2008,PG-13,"Dramas, Thrillers"
3221,Movie,The Feels,United States,7/1/2018,2018,TV-MA,"Comedies, Independent Movies, LGBTQ Movies"
3222,Movie,Lez Bomb,United States,2/7/2019,2018,TV-14,"Comedies, LGBTQ Movies"
3223,Movie,The Creative Brain,United States,4/16/2019,2019,TV-14,Documentaries
3224,Movie,Someone Great,United States,4/19/2019,2019,R,"Comedies, Romantic Movies"
3225,Movie,The Untold Tales of Armistead Maupin,United States,11/1/2018,2017,TV-MA,"Documentaries, LGBTQ Movies"
3226,Movie,Miss Representation,United States,10/20/2017,2011,NR,Documentaries
3227,Movie,After,United States,10/9/2019,2019,PG-13,"Dramas, Romantic Movies"
3228,Movie,Alien Warfare,United States,4/5/2019,2019,TV-MA,"Action & Adventure, Sci-Fi & Fantasy"
3229,Movie,We the Animals,United States,2/11/2019,2018,R,"Dramas, Independent Movies"
3230,Movie,Patient Seventeen,United States,1/29/2018,2017,TV-14,Documentaries
3231,Movie,Bob Lazar: Area 51 & Flying Saucers,United States,6/18/2019,2018,TV-MA,Documentaries
3232,Movie,Wheelman,United States,10/20/2017,2017,TV-MA,Action & Adventure
3233,Movie,Murder Party,United States,9/1/2018,2007,NR,"Comedies, Cult Movies, Horror Movies"
3234,Movie,Hold the Dark,United States,9/28/2018,2018,TV-MA,"Action & Adventure, Dramas"
3235,Movie,Green Room,United States,11/12/2018,2015,R,"Horror Movies, Thrillers"
3236,Movie,American Warfighter,United States,9/13/2019,2019,TV-MA,Dramas
3237,TV Show,Comedians in Cars Getting Coffee,United States,7/19/2019,2019,TV-14,"Stand-Up Comedy & Talk Shows, TV Comedies"
3238,Movie,Black Site Delta,United States,8/9/2017,2017,TV-MA,Action & Adventure
3239,Movie,Being Napoleon,United States,8/1/2018,2018,TV-14,Documentaries
3240,Movie,Our Idiot Brother,United States,2/26/2019,2011,R,"Comedies, Dramas, Independent Movies"
3241,Movie,Savage Dog,United States,11/1/2017,2017,TV-MA,"Action & Adventure, Independent Movies"
3242,TV Show,Supergirl,United States,5/27/2019,2019,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy"
3243,Movie,A Holiday Engagement,United States,11/4/2019,2011,TV-G,"Children & Family Movies, Comedies, Romantic Movies"
3244,Movie,She's Out of My League,United States,11/20/2019,2010,R,"Comedies, Romantic Movies"
3245,Movie,In the Shadow of the Moon,United States,9/27/2019,2019,TV-MA,"Dramas, Sci-Fi & Fantasy, Thrillers"
3246,Movie,The Incredible Jessica James,United States,7/28/2017,2017,TV-MA,"Comedies, Independent Movies, Romantic Movies"
3247,Movie,How to Make an American Quilt,United States,4/1/2018,1995,PG-13,"Dramas, Romantic Movies"
3248,Movie,The Legacy of a Whitetail Deer Hunter,United States,7/6/2018,2018,TV-14,"Action & Adventure, Comedies, Dramas"
3249,Movie,Brave New Jersey,United States,12/15/2017,2016,TV-MA,"Comedies, Independent Movies"
3250,Movie,Hank: Five Years from the Brink,United States,8/25/2018,2013,TV-MA,Documentaries
3251,Movie,"Extremely Wicked, Shockingly Evil and Vile",United States,5/3/2019,2019,R,"Dramas, Independent Movies"
3252,Movie,Jimi Hendrix,United States,11/1/2019,1973,R,"Documentaries, Music & Musicals"
3253,Movie,Benji,United States,3/6/2018,1974,G,"Children & Family Movies, Classic Movies"
3254,Movie,Benji: Off the Leash,United States,3/6/2018,2004,PG,"Children & Family Movies, Dramas"
3255,Movie,For the Love of Benji,United States,3/6/2018,1977,G,Children & Family Movies
3256,Movie,Benji's Very Own Christmas Story,United States,10/3/2018,1978,TV-G,Children & Family Movies
3257,Movie,Small Soldiers,United States,6/1/2019,1998,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
3258,Movie,Sebastian Maniscalco: Why Would You Do That,United States,8/6/2019,2016,TV-MA,Stand-Up Comedy
3259,Movie,Happy Hunting,United States,1/1/2018,2017,TV-MA,"Horror Movies, Independent Movies"
3260,Movie,LEGENDS OF THE HIDDEN TEMPLE,United States,11/2/2019,2016,TV-PG,Children & Family Movies
3261,Movie,Rocko's Modern Life: Static Cling,United States,8/9/2019,2019,TV-Y7,"Children & Family Movies, Comedies, LGBTQ Movies"
3262,Movie,Christmas with the Kranks,United States,1/1/2019,2004,PG,"Children & Family Movies, Comedies"
3263,Movie,The Ballad of Buster Scruggs,United States,11/16/2018,2018,R,"Comedies, Dramas"
3264,Movie,Trolls Holiday Special,United States,12/6/2017,2017,TV-G,"Children & Family Movies, Comedies, Music & Musicals"
3265,TV Show,Ellen DeGeneres: Relatable,United States,12/18/2018,2018,TV-14,"Stand-Up Comedy & Talk Shows, TV Comedies"
3266,Movie,2307: Winter's Dream,United States,3/1/2018,2016,TV-MA,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
3267,Movie,Big Bear,United States,2/28/2018,2017,TV-MA,Comedies
3268,Movie,Feminists: What Were They Thinking?,United States,10/12/2018,2018,TV-MA,"Documentaries, LGBTQ Movies"
3269,Movie,Jimmy Neutron: Boy Genius,United States,1/1/2020,2001,G,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
3270,Movie,A Boy Called Po,United States,1/15/2018,2016,PG,"Dramas, Sci-Fi & Fantasy"
3271,Movie,Theo Von: No Offense,United States,8/7/2019,2016,TV-MA,Stand-Up Comedy
3272,Movie,Rounders,United States,11/1/2019,1998,R,Dramas
3273,Movie,"As Above, So Below",United States,9/16/2018,2014,R,"Horror Movies, Thrillers"
3274,Movie,Whitney Cummings: Money Shot,United States,1/1/2019,2010,TV-MA,Stand-Up Comedy
3275,Movie,A Night at the Roxbury,United States,12/1/2019,1998,PG-13,"Comedies, Cult Movies"
3276,Movie,Rocky,United States,8/1/2019,1976,PG,"Action & Adventure, Classic Movies, Dramas"
3277,Movie,Rocky V,United States,8/1/2019,1990,PG-13,"Dramas, Sports Movies"
3278,Movie,Lawless,United States,12/29/2019,2012,R,Dramas
3279,Movie,"Out of Many, One",United States,12/12/2018,2018,TV-PG,Documentaries
3280,Movie,Ferris Bueller's Day Off,United States,1/3/2020,1986,PG-13,"Classic Movies, Comedies, Cult Movies"
3281,Movie,Hamburger Hill,United States,11/23/2019,1987,R,"Action & Adventure, Dramas"
3282,Movie,The Highwaymen,United States,3/29/2019,2019,R,Dramas
3283,Movie,Takers,United States,11/3/2019,2010,PG-13,Action & Adventure
3284,Movie,Riot,United States,1/1/2020,2015,TV-MA,Action & Adventure
3285,Movie,The Man Who Would Be Polka King,United States,1/12/2018,2009,TV-14,"Documentaries, Music & Musicals"
3286,Movie,Red Dawn,United States,12/31/2019,1984,PG-13,"Action & Adventure, Cult Movies"
3287,Movie,Assimilate,United States,10/25/2019,2019,TV-14,"Horror Movies, Sci-Fi & Fantasy, Thrillers"
3288,Movie,The Pursuit,United States,8/7/2019,2019,TV-14,Documentaries
3289,Movie,Doubt,United States,3/7/2019,2008,PG-13,"Dramas, Faith & Spirituality"
3290,Movie,Let It Fall: Los Angeles 1982-1992,United States,11/6/2017,2017,TV-MA,Documentaries
3291,Movie,Chasing Trane,United States,11/13/2017,2016,TV-PG,"Documentaries, Music & Musicals"
3292,Movie,Eye for an Eye,United States,11/20/2019,1996,R,"Dramas, Thrillers"
3293,Movie,A Christmas Prince: The Royal Wedding,United States,11/30/2018,2018,TV-PG,"Children & Family Movies, Dramas, Romantic Movies"
3294,Movie,Judy Moody and the Not Bummer Summer,United States,8/8/2019,2011,PG,"Children & Family Movies, Comedies"
3295,Movie,Seal Team Six: The Raid on Osama Bin Laden,United States,1/1/2020,2012,TV-MA,Action & Adventure
3296,Movie,Mango Dreams,United States,3/15/2018,2016,TV-14,"Dramas, Independent Movies"
3297,Movie,The Company Men,United States,7/28/2018,2010,R,"Dramas, Independent Movies"
3298,Movie,Cuba and the Cameraman,United States,11/24/2017,2017,TV-14,Documentaries
3299,Movie,Righteous Kill,United States,6/1/2019,2008,R,"Dramas, Thrillers"
3300,Movie,The Case for Christ,United States,11/21/2017,2017,TV-PG,"Dramas, Faith & Spirituality"
3301,Movie,Harold & Kumar Escape from Guantanamo Bay,United States,10/1/2019,2008,R,"Comedies, Cult Movies"
3302,Movie,Stink!,United States,11/1/2018,2015,TV-PG,Documentaries
3303,Movie,21 & Over,United States,4/16/2019,2013,R,Comedies
3304,Movie,Justin Bieber: Never Say Never,United States,1/1/2018,2011,G,"Documentaries, Music & Musicals"
3305,Movie,"Ken Jeong: You Complete Me, Ho",United States,2/14/2019,2019,TV-MA,Stand-Up Comedy
3306,Movie,Prince of Peoria: A Christmas Moose Miracle,United States,12/17/2018,2018,TV-Y7,"Children & Family Movies, Comedies"
3307,Movie,Haunters: The Art of the Scare,United States,1/2/2018,2017,TV-MA,"Documentaries, Horror Movies"
3308,Movie,National Treasure,United States,6/1/2018,2004,PG,"Action & Adventure, Children & Family Movies"
3309,Movie,Cop Car,United States,6/16/2019,2015,R,Thrillers
3310,Movie,Philadelphia,United States,7/1/2019,1993,PG-13,"Classic Movies, Dramas, LGBTQ Movies"
3311,Movie,Rachel Getting Married,United States,9/1/2019,2008,R,"Dramas, Independent Movies"
3312,Movie,IO,United States,1/18/2019,2019,TV-14,"Dramas, Sci-Fi & Fantasy"
3313,Movie,Kill the Irishman,United States,7/1/2019,2011,R,"Action & Adventure, Dramas, Independent Movies"
3314,Movie,Social Animals,United States,3/19/2019,2018,TV-MA,Documentaries
3315,Movie,All the Boys Love Mandy Lane,United States,7/3/2018,2006,R,Horror Movies
3316,Movie,50/50,United States,6/1/2019,2011,R,"Comedies, Dramas, Independent Movies"
3317,Movie,Maria Bamford: The Special Special Special,United States,8/25/2018,2012,TV-MA,Stand-Up Comedy
3318,Movie,Thumper,United States,2/5/2018,2017,TV-MA,"Dramas, Thrillers"
3319,Movie,Expo,United States,8/29/2019,2019,TV-14,"Action & Adventure, Dramas, Independent Movies"
3320,Movie,To Be of Service,United States,11/11/2019,2019,TV-MA,Documentaries
3321,Movie,Resurface,United States,9/1/2017,2017,TV-MA,"Documentaries, Sports Movies"
3322,Movie,What Still Remains,United States,12/21/2018,2018,TV-14,"Dramas, Thrillers"
3323,Movie,Never Heard,United States,2/15/2019,2018,TV-14,"Dramas, Faith & Spirituality"
3324,Movie,Be Somebody,United States,11/20/2019,2016,PG,"Comedies, Dramas, Romantic Movies"
3325,Movie,Come Sunday,United States,4/13/2018,2018,TV-14,"Dramas, Faith & Spirituality, Independent Movies"
3326,Movie,Judah Friedlander: America Is the Greatest Country in the United States,United States,10/31/2017,2017,TV-MA,Stand-Up Comedy
3327,Movie,The Cloverfield Paradox,United States,2/5/2018,2018,TV-MA,"Action & Adventure, Sci-Fi & Fantasy"
3328,Movie,Darc,United States,5/1/2018,2018,TV-MA,"Action & Adventure, Independent Movies"
3329,Movie,Sturgill Simpson Presents Sound & Fury,United States,9/27/2019,2019,TV-MA,"Anime Features, Music & Musicals, Sci-Fi & Fantasy"
3330,Movie,The Endless,United States,9/19/2018,2017,TV-MA,"Independent Movies, Sci-Fi & Fantasy, Thrillers"
3331,Movie,Gook,United States,3/6/2018,2017,TV-MA,"Dramas, Independent Movies"
3332,Movie,I Am Michael,United States,6/26/2017,2015,TV-MA,"Dramas, LGBTQ Movies"
3333,Movie,Home Is Where the Killer Is,United States,10/9/2019,2019,TV-14,"Dramas, Thrillers"
3334,Movie,Barbie in Rock 'N Royals,United States,10/1/2017,2015,TV-Y,Children & Family Movies
3335,Movie,The Keeping Hours,United States,9/1/2018,2017,PG-13,"Dramas, Thrillers"
3336,Movie,The Great Hack,United States,7/24/2019,2019,TV-MA,Documentaries
3337,Movie,Æon Flux,United States,2/1/2018,2005,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
3338,Movie,Good Sam,United States,5/16/2019,2019,TV-PG,"Children & Family Movies, Dramas"
3339,Movie,Loving Annabelle,United States,7/1/2018,2006,TV-MA,"Dramas, Independent Movies, LGBTQ Movies"
3340,Movie,Strange Weather,United States,10/26/2017,2016,R,"Dramas, Independent Movies"
3341,Movie,Behind the Curtain: Todrick Hall,United States,4/5/2018,2017,TV-MA,"Documentaries, LGBTQ Movies, Music & Musicals"
